"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2019년 07월 03일","2,096.02","2,120.75","2,127.71","2,093.32","522.71M","-1.23%"
"2019년 07월 02일","2,122.02","2,122.07","2,130.86","2,112.52","460.83M","-0.36%"
"2019년 07월 01일","2,129.74","2,147.24","2,147.24","2,126.87","412.29M","-0.04%"
"2019년 06월 28일","2,130.62","2,135.06","2,139.24","2,123.97","537.27M","-0.17%"
"2019년 06월 27일","2,134.32","2,120.73","2,141.27","2,118.22","644.90M","0.59%"
"2019년 06월 26일","2,121.85","2,120.20","2,128.25","2,115.72","736.85M","0.01%"
"2019년 06월 25일","2,121.64","2,125.74","2,136.24","2,115.11","643.00M","-0.22%"
"2019년 06월 24일","2,126.33","2,130.32","2,134.48","2,123.88","669.64M","0.03%"
"2019년 06월 21일","2,125.62","2,132.38","2,132.68","2,120.15","692.03M","-0.27%"
"2019년 06월 20일","2,131.29","2,121.78","2,131.77","2,120.42","1.01B","0.31%"
"2019년 06월 19일","2,124.78","2,119.54","2,126.74","2,117.64","862.98M","1.24%"
"2019년 06월 18일","2,098.71","2,089.31","2,103.02","2,089.31","600.96M","0.38%"
"2019년 06월 17일","2,090.73","2,091.71","2,103.59","2,087.25","561.55M","-0.22%"
"2019년 06월 14일","2,095.41","2,096.32","2,103.02","2,087.47","473.37M","-0.37%"
"2019년 06월 13일","2,103.15","2,104.46","2,108.01","2,081.92","553.39M","-0.27%"
"2019년 06월 12일","2,108.75","2,111.66","2,118.89","2,104.41","693.51M","-0.14%"
"2019년 06월 11일","2,111.81","2,096.09","2,114.57","2,094.60","550.74M","0.59%"
"2019년 06월 10일","2,099.49","2,087.37","2,099.65","2,075.51","457.64M","1.31%"
"2019년 06월 07일","2,072.33","2,070.78","2,081.16","2,057.97","368.39M","0.16%"
"2019년 06월 05일","2,069.11","2,084.16","2,086.49","2,065.71","380.16M","0.10%"
"2019년 06월 04일","2,066.97","2,066.78","2,072.19","2,060.98","435.99M","-0.04%"
"2019년 06월 03일","2,067.85","2,031.03","2,070.58","2,029.17","387.14M","1.28%"
"2019년 05월 31일","2,041.74","2,029.03","2,048.90","2,022.97","439.18M","0.14%"
"2019년 05월 30일","2,038.80","2,024.33","2,040.66","2,023.91","461.85M","0.77%"
"2019년 05월 29일","2,023.32","2,046.71","2,046.71","2,016.25","380.89M","-1.25%"
"2019년 05월 28일","2,048.83","2,044.77","2,058.42","2,038.52","494.48M","0.23%"
"2019년 05월 27일","2,044.21","2,044.25","2,055.13","2,035.87","351.62M","-0.05%"
"2019년 05월 24일","2,045.31","2,047.30","2,057.38","2,035.98","480.65M","-0.69%"
"2019년 05월 23일","2,059.59","2,063.25","2,065.86","2,046.82","509.27M","-0.26%"
"2019년 05월 22일","2,064.86","2,068.65","2,070.80","2,048.01","509.97M","0.18%"
"2019년 05월 21일","2,061.25","2,056.95","2,076.47","2,053.69","526.86M","0.27%"
"2019년 05월 20일","2,055.71","2,066.53","2,077.10","2,051.69","640.20M","-0.00%"
"2019년 05월 17일","2,055.80","2,081.57","2,082.83","2,053.79","537.38M","-0.58%"
"2019년 05월 16일","2,067.69","2,094.88","2,095.58","2,062.44","745.16M","-1.20%"
"2019년 05월 15일","2,092.78","2,081.92","2,100.01","2,076.46","577.79M","0.53%"
"2019년 05월 14일","2,081.84","2,060.24","2,093.41","2,056.74","696.20M","0.14%"
"2019년 05월 13일","2,079.01","2,091.80","2,101.09","2,077.72","505.75M","-1.38%"
"2019년 05월 10일","2,108.04","2,118.42","2,124.92","2,090.39","714.77M","0.29%"
"2019년 05월 09일","2,102.01","2,159.79","2,164.98","2,102.01","743.51M","-3.04%"
"2019년 05월 08일","2,168.01","2,151.34","2,179.34","2,151.34","456.33M","-0.41%"
"2019년 05월 07일","2,176.99","2,172.39","2,179.51","2,160.44","484.10M","-0.88%"
"2019년 05월 03일","2,196.32","2,209.44","2,211.36","2,192.36","617.88M","-0.74%"
"2019년 05월 02일","2,212.75","2,192.94","2,217.03","2,191.30","369.06M","0.42%"
"2019년 04월 30일","2,203.59","2,213.43","2,215.77","2,186.33","381.41M","-0.58%"
"2019년 04월 29일","2,216.43","2,183.41","2,216.43","2,181.82","380.82M","1.70%"
"2019년 04월 26일","2,179.31","2,178.13","2,186.52","2,168.15","570.17M","-0.51%"
"2019년 04월 25일","2,190.50","2,195.47","2,200.89","2,187.44","441.14M","-0.48%"
"2019년 04월 24일","2,201.03","2,229.75","2,229.75","2,190.29","575.10M","-0.88%"
"2019년 04월 23일","2,220.51","2,217.61","2,223.92","2,212.14","481.18M","0.17%"
"2019년 04월 22일","2,216.65","2,218.50","2,227.94","2,207.25","493.98M","0.02%"
"2019년 04월 19일","2,216.15","2,223.42","2,225.37","2,215.58","525.26M","0.11%"
"2019년 04월 18일","2,213.77","2,248.80","2,250.11","2,210.43","573.34M","-1.43%"
"2019년 04월 17일","2,245.89","2,249.05","2,252.05","2,242.01","452.47M","-0.12%"
"2019년 04월 16일","2,248.63","2,241.06","2,249.89","2,235.72","569.06M","0.26%"
"2019년 04월 15일","2,242.88","2,242.31","2,251.22","2,240.29","404.16M","0.42%"
"2019년 04월 12일","2,233.45","2,221.10","2,233.45","2,212.88","449.63M","0.41%"
"2019년 04월 11일","2,224.44","2,227.69","2,230.41","2,217.18","402.02M","0.00%"
"2019년 04월 10일","2,224.39","2,206.20","2,225.02","2,203.82","399.69M","0.49%"
"2019년 04월 09일","2,213.56","2,212.32","2,221.62","2,203.54","414.81M","0.13%"
"2019년 04월 08일","2,210.60","2,217.66","2,217.87","2,202.49","347.91M","0.04%"
"2019년 04월 05일","2,209.61","2,206.36","2,214.82","2,205.26","517.15M","0.14%"
"2019년 04월 04일","2,206.53","2,201.04","2,216.15","2,198.66","431.01M","0.15%"
"2019년 04월 03일","2,203.27","2,176.81","2,203.29","2,172.83","358.64M","1.20%"
"2019년 04월 02일","2,177.18","2,177.20","2,181.37","2,171.84","257.45M","0.41%"
"2019년 04월 01일","2,168.28","2,153.31","2,171.49","2,153.31","263.31M","1.29%"
"2019년 03월 29일","2,140.67","2,138.45","2,143.30","2,124.07","364.62M","0.59%"
"2019년 03월 28일","2,128.10","2,131.25","2,136.40","2,120.93","288.04M","-0.82%"
"2019년 03월 27일","2,145.62","2,147.19","2,152.91","2,132.42","363.17M","-0.15%"
"2019년 03월 26일","2,148.80","2,152.98","2,153.90","2,143.63","301.25M","0.18%"
"2019년 03월 25일","2,144.86","2,158.80","2,159.25","2,143.70","307.07M","-1.92%"
"2019년 03월 22일","2,186.95","2,192.72","2,195.42","2,178.77","333.62M","0.09%"
"2019년 03월 21일","2,184.88","2,183.11","2,200.32","2,173.70","342.75M","0.36%"
"2019년 03월 20일","2,177.10","2,171.41","2,177.19","2,152.21","317.61M","-0.02%"
"2019년 03월 19일","2,177.62","2,183.03","2,183.76","2,171.05","319.70M","-0.09%"
"2019년 03월 18일","2,179.49","2,179.69","2,183.90","2,172.34","257.95M","0.16%"
"2019년 03월 15일","2,176.11","2,152.96","2,181.77","2,152.59","387.14M","0.95%"
"2019년 03월 14일","2,155.68","2,154.35","2,158.34","2,142.31","341.01M","0.34%"
"2019년 03월 13일","2,148.41","2,152.66","2,154.11","2,134.16","285.60M","-0.41%"
"2019년 03월 12일","2,157.18","2,154.61","2,161.69","2,150.96","355.28M","0.89%"
"2019년 03월 11일","2,138.10","2,140.29","2,145.31","2,125.54","272.10M","0.03%"
"2019년 03월 08일","2,137.44","2,152.80","2,159.67","2,137.44","313.31M","-1.31%"
"2019년 03월 07일","2,165.79","2,173.19","2,181.19","2,155.19","292.58M","-0.45%"
"2019년 03월 06일","2,175.60","2,177.11","2,179.01","2,168.46","328.94M","-0.17%"
"2019년 03월 05일","2,179.23","2,183.35","2,185.74","2,171.33","313.14M","-0.52%"
"2019년 03월 04일","2,190.66","2,210.97","2,216.02","2,188.56","373.17M","-0.22%"
"2019년 02월 28일","2,195.44","2,231.58","2,233.93","2,195.44","510.02M","-1.76%"
"2019년 02월 27일","2,234.79","2,234.46","2,237.77","2,228.16","301.51M","0.37%"
"2019년 02월 26일","2,226.60","2,230.37","2,235.70","2,221.76","331.96M","-0.27%"
"2019년 02월 25일","2,232.56","2,241.13","2,241.76","2,224.64","339.23M","0.09%"
"2019년 02월 22일","2,230.50","2,222.32","2,230.50","2,217.08","409.31M","0.08%"
"2019년 02월 21일","2,228.66","2,224.26","2,234.31","2,213.19","382.51M","-0.05%"
"2019년 02월 20일","2,229.76","2,216.74","2,234.68","2,213.83","374.34M","1.09%"
"2019년 02월 19일","2,205.63","2,208.96","2,213.87","2,193.34","389.09M","-0.24%"
"2019년 02월 18일","2,210.89","2,207.36","2,217.32","2,203.00","314.37M","0.67%"
"2019년 02월 15일","2,196.09","2,210.94","2,210.94","2,187.71","400.59M","-1.34%"
"2019년 02월 14일","2,225.85","2,195.92","2,225.85","2,186.09","573.36M","1.11%"
"2019년 02월 13일","2,201.48","2,200.00","2,203.71","2,194.75","421.99M","0.50%"
"2019년 02월 12일","2,190.47","2,182.71","2,195.05","2,178.59","429.94M","0.45%"
"2019년 02월 11일","2,180.73","2,180.54","2,181.58","2,167.36","406.06M","0.17%"
"2019년 02월 08일","2,177.05","2,192.01","2,192.48","2,171.96","391.03M","-1.20%"
"2019년 02월 07일","2,203.42","2,215.77","2,215.79","2,196.77","427.84M","-0.00%"
"2019년 02월 01일","2,203.46","2,211.93","2,218.78","2,201.41","479.38M","-0.06%"
"2019년 01월 31일","2,204.85","2,222.88","2,222.88","2,201.22","545.25M","-0.06%"
"2019년 01월 30일","2,206.20","2,183.49","2,206.20","2,177.88","480.39M","1.05%"
"2019년 01월 29일","2,183.36","2,172.83","2,183.36","2,162.53","552.59M","0.28%"
"2019년 01월 28일","2,177.30","2,184.41","2,188.15","2,169.17","371.62M","-0.02%"
"2019년 01월 25일","2,177.73","2,147.92","2,178.01","2,146.64","410.00M","1.52%"
"2019년 01월 24일","2,145.03","2,127.88","2,145.08","2,125.48","413.65M","0.81%"
"2019년 01월 23일","2,127.78","2,108.72","2,131.05","2,106.74","408.60M","0.47%"
"2019년 01월 22일","2,117.77","2,126.03","2,129.37","2,108.91","419.44M","-0.32%"
"2019년 01월 21일","2,124.61","2,133.87","2,134.17","2,114.45","398.03M","0.02%"
"2019년 01월 18일","2,124.28","2,116.43","2,124.50","2,113.44","456.74M","0.82%"
"2019년 01월 17일","2,107.06","2,110.14","2,117.43","2,101.70","475.88M","0.05%"
"2019년 01월 16일","2,106.10","2,098.65","2,106.35","2,091.92","500.08M","0.43%"
"2019년 01월 15일","2,097.18","2,069.14","2,098.01","2,067.58","439.49M","1.58%"
"2019년 01월 14일","2,064.52","2,070.49","2,073.94","2,059.46","432.89M","-0.53%"
"2019년 01월 11일","2,075.57","2,070.36","2,076.99","2,063.99","380.06M","0.60%"
"2019년 01월 10일","2,063.28","2,065.73","2,072.81","2,057.16","382.88M","-0.07%"
"2019년 01월 09일","2,064.71","2,034.19","2,068.23","2,034.19","386.25M","1.95%"
"2019년 01월 08일","2,025.27","2,038.68","2,042.70","2,023.59","397.83M","-0.58%"
"2019년 01월 07일","2,037.10","2,034.24","2,048.06","2,030.90","440.19M","1.34%"
"2019년 01월 04일","2,010.25","1,992.40","2,011.56","1,984.53","408.99M","0.83%"
"2019년 01월 03일","1,993.70","2,011.81","2,014.72","1,991.65","427.98M","-0.81%"
"2019년 01월 02일","2,010.00","2,050.55","2,053.45","2,004.27","326.37M","-1.52%"
"2018년 12월 28일","2,041.04","2,036.70","2,046.97","2,035.41","352.68M","0.62%"
"2018년 12월 27일","2,028.44","2,032.09","2,035.57","2,021.39","398.02M","0.02%"
"2018년 12월 26일","2,028.01","2,028.81","2,037.83","2,014.28","321.50M","-1.31%"
"2018년 12월 24일","2,055.01","2,050.38","2,059.94","2,046.18","285.28M","-0.31%"
"2018년 12월 21일","2,061.49","2,052.70","2,061.51","2,049.76","311.39M","0.07%"
"2018년 12월 20일","2,060.12","2,063.70","2,071.08","2,047.52","421.06M","-0.90%"
"2018년 12월 19일","2,078.84","2,068.95","2,080.65","2,063.01","418.80M","0.81%"
"2018년 12월 18일","2,062.11","2,057.39","2,074.31","2,054.26","429.53M","-0.43%"
"2018년 12월 17일","2,071.09","2,071.21","2,075.93","2,065.51","444.52M","0.08%"
"2018년 12월 14일","2,069.38","2,095.64","2,095.64","2,061.40","448.24M","-1.25%"
"2018년 12월 13일","2,095.55","2,087.43","2,104.43","2,084.37","379.82M","0.62%"
"2018년 12월 12일","2,082.57","2,062.77","2,084.77","2,061.13","457.13M","1.44%"
"2018년 12월 11일","2,052.97","2,058.16","2,060.94","2,047.17","273.93M","-0.04%"
"2018년 12월 10일","2,053.79","2,048.45","2,061.78","2,043.21","344.16M","-1.06%"
"2018년 12월 07일","2,075.76","2,081.68","2,086.84","2,065.62","371.59M","0.34%"
"2018년 12월 06일","2,068.69","2,094.62","2,094.62","2,064.00","537.41M","-1.55%"
"2018년 12월 05일","2,101.31","2,086.57","2,107.69","2,086.57","492.72M","-0.62%"
"2018년 12월 04일","2,114.35","2,125.67","2,128.94","2,105.45","507.52M","-0.82%"
"2018년 12월 03일","2,131.93","2,127.78","2,136.64","2,113.60","436.59M","1.67%"
"2018년 11월 30일","2,096.86","2,116.83","2,122.33","2,093.83","427.35M","-0.82%"
"2018년 11월 29일","2,114.10","2,133.95","2,136.74","2,108.90","307.23M","0.28%"
"2018년 11월 28일","2,108.22","2,104.13","2,108.65","2,094.32","300.08M","0.42%"
"2018년 11월 27일","2,099.42","2,091.75","2,102.29","2,079.49","239.21M","0.79%"
"2018년 11월 26일","2,083.02","2,060.17","2,083.96","2,060.17","237.71M","1.24%"
"2018년 11월 23일","2,057.48","2,073.26","2,075.91","2,047.96","227.20M","-0.60%"
"2018년 11월 22일","2,069.95","2,079.01","2,081.75","2,066.20","242.50M","-0.32%"
"2018년 11월 21일","2,076.55","2,057.07","2,077.49","2,049.76","267.90M","-0.29%"
"2018년 11월 20일","2,082.58","2,074.67","2,089.54","2,074.67","281.68M","-0.86%"
"2018년 11월 19일","2,100.56","2,096.13","2,111.39","2,089.37","273.20M","0.39%"
"2018년 11월 16일","2,092.40","2,097.94","2,103.11","2,086.54","301.60M","0.21%"
"2018년 11월 15일","2,088.06","2,061.47","2,088.61","2,058.73","351.04M","0.97%"
"2018년 11월 14일","2,068.05","2,071.41","2,075.12","2,060.86","339.05M","-0.15%"
"2018년 11월 13일","2,071.23","2,047.62","2,072.03","2,032.05","383.42M","-0.44%"
"2018년 11월 12일","2,080.44","2,065.92","2,087.24","2,065.52","295.53M","-0.27%"
"2018년 11월 09일","2,086.09","2,093.89","2,101.92","2,082.47","298.07M","-0.31%"
"2018년 11월 08일","2,092.63","2,109.97","2,120.88","2,092.36","328.03M","0.67%"
"2018년 11월 07일","2,078.69","2,090.32","2,107.63","2,072.48","485.22M","-0.52%"
"2018년 11월 06일","2,089.62","2,085.81","2,092.61","2,068.59","315.82M","0.61%"
"2018년 11월 05일","2,076.92","2,079.81","2,080.49","2,052.67","361.30M","-0.91%"
"2018년 11월 02일","2,096.00","2,046.61","2,096.63","2,044.94","371.98M","3.53%"
"2018년 11월 01일","2,024.46","2,035.11","2,054.22","2,023.43","343.81M","-0.26%"
"2018년 10월 31일","2,029.69","2,022.84","2,030.50","2,006.63","373.03M","0.74%"
"2018년 10월 30일","2,014.69","1,985.95","2,028.84","1,985.95","441.58M","0.93%"
"2018년 10월 29일","1,996.05","2,026.68","2,045.76","1,993.77","427.30M","-1.53%"
"2018년 10월 26일","2,027.15","2,066.57","2,066.57","2,008.86","449.20M","-1.75%"
"2018년 10월 25일","2,063.30","2,046.67","2,066.06","2,033.81","376.01M","-1.63%"
"2018년 10월 24일","2,097.58","2,119.19","2,121.36","2,092.10","399.73M","-0.40%"
"2018년 10월 23일","2,106.10","2,147.30","2,148.80","2,094.69","373.47M","-2.57%"
"2018년 10월 22일","2,161.71","2,143.08","2,163.21","2,136.92","308.74M","0.25%"
"2018년 10월 19일","2,156.26","2,130.06","2,158.78","2,117.62","351.77M","0.37%"
"2018년 10월 18일","2,148.31","2,158.80","2,168.01","2,146.61","321.76M","-0.89%"
"2018년 10월 17일","2,167.51","2,169.44","2,182.77","2,159.37","275.16M","1.04%"
"2018년 10월 16일","2,145.12","2,156.00","2,161.76","2,140.19","222.51M","0.00%"
"2018년 10월 15일","2,145.12","2,155.34","2,159.23","2,141.28","259.18M","-0.77%"
"2018년 10월 12일","2,161.85","2,131.66","2,173.01","2,129.13","292.57M","1.51%"
"2018년 10월 11일","2,129.67","2,176.16","2,186.69","2,129.67","411.92M","-4.44%"
"2018년 10월 10일","2,228.61","2,256.03","2,257.52","2,222.95","365.68M","-1.12%"
"2018년 10월 08일","2,253.83","2,258.73","2,273.71","2,253.83","214.64M","-0.60%"
"2018년 10월 05일","2,267.52","2,269.94","2,278.12","2,250.99","282.14M","-0.31%"
"2018년 10월 04일","2,274.49","2,311.06","2,311.06","2,270.22","309.50M","-1.52%"
"2018년 10월 02일","2,309.57","2,338.28","2,341.55","2,308.90","287.87M","-1.25%"
"2018년 10월 01일","2,338.88","2,349.64","2,352.11","2,333.32","278.31M","-0.18%"
"2018년 09월 28일","2,343.07","2,356.13","2,356.62","2,337.47","317.87M","-0.52%"
"2018년 09월 27일","2,355.43","2,331.70","2,355.43","2,331.70","279.23M","0.70%"
"2018년 09월 21일","2,339.17","2,332.04","2,339.17","2,325.12","321.70M","0.68%"
"2018년 09월 20일","2,323.45","2,314.41","2,334.04","2,311.56","289.08M","0.65%"
"2018년 09월 19일","2,308.46","2,319.22","2,319.22","2,301.79","350.95M","-0.02%"
"2018년 09월 18일","2,308.98","2,287.73","2,310.97","2,287.42","309.24M","0.26%"
"2018년 09월 17일","2,303.01","2,314.55","2,314.55","2,295.26","343.17M","-0.66%"
"2018년 09월 14일","2,318.25","2,304.70","2,318.65","2,304.15","292.24M","1.40%"
"2018년 09월 13일","2,286.23","2,285.28","2,291.51","2,281.63","301.31M","0.14%"
"2018년 09월 12일","2,282.92","2,286.28","2,289.66","2,271.00","336.83M","-0.01%"
"2018년 09월 11일","2,283.20","2,286.91","2,295.76","2,275.13","368.21M","-0.24%"
"2018년 09월 10일","2,288.66","2,277.35","2,289.38","2,276.60","312.61M","0.31%"
"2018년 09월 07일","2,281.58","2,278.08","2,286.82","2,264.90","357.56M","-0.26%"
"2018년 09월 06일","2,287.61","2,288.80","2,298.47","2,284.50","387.51M","-0.18%"
"2018년 09월 05일","2,291.77","2,310.90","2,315.43","2,288.01","358.19M","-1.03%"
"2018년 09월 04일","2,315.72","2,308.96","2,317.74","2,302.17","277.01M","0.38%"
"2018년 09월 03일","2,307.03","2,317.93","2,318.72","2,302.17","230.51M","-0.68%"
"2018년 08월 31일","2,322.88","2,298.13","2,322.88","2,295.72","255.91M","0.67%"
"2018년 08월 30일","2,307.35","2,313.11","2,320.85","2,305.46","286.93M","-0.07%"
"2018년 08월 29일","2,309.03","2,304.66","2,309.88","2,300.21","268.21M","0.26%"
"2018년 08월 28일","2,303.12","2,312.14","2,314.60","2,299.45","276.89M","0.17%"
"2018년 08월 27일","2,299.30","2,297.32","2,302.87","2,289.41","307.04M","0.27%"
"2018년 08월 24일","2,293.21","2,276.16","2,295.22","2,271.35","347.29M","0.46%"
"2018년 08월 23일","2,282.60","2,282.57","2,282.88","2,268.06","338.39M","0.41%"
"2018년 08월 22일","2,273.33","2,273.68","2,280.31","2,268.91","269.27M","0.14%"
"2018년 08월 21일","2,270.06","2,248.04","2,272.86","2,244.59","294.34M","0.99%"
"2018년 08월 20일","2,247.88","2,257.35","2,264.42","2,245.06","271.60M","0.04%"
"2018년 08월 17일","2,247.05","2,244.61","2,250.92","2,240.14","238.38M","0.28%"
"2018년 08월 16일","2,240.80","2,233.05","2,244.08","2,218.09","312.52M","-0.80%"
"2018년 08월 14일","2,258.91","2,249.86","2,262.52","2,247.37","255.22M","0.47%"
"2018년 08월 13일","2,248.45","2,266.43","2,271.82","2,238.55","335.38M","-1.50%"
"2018년 08월 10일","2,282.79","2,295.21","2,295.62","2,277.89","286.16M","-0.91%"
"2018년 08월 09일","2,303.71","2,303.04","2,303.71","2,291.91","244.88M","0.10%"
"2018년 08월 08일","2,301.45","2,305.73","2,308.60","2,298.41","299.69M","0.06%"
"2018년 08월 07일","2,300.16","2,290.85","2,301.27","2,279.55","230.34M","0.60%"
"2018년 08월 06일","2,286.50","2,288.51","2,300.38","2,283.26","244.55M","-0.05%"
"2018년 08월 03일","2,287.68","2,278.33","2,288.93","2,272.94","270.49M","0.77%"
"2018년 08월 02일","2,270.20","2,304.14","2,306.72","2,265.46","352.06M","-1.60%"
"2018년 08월 01일","2,307.07","2,301.17","2,312.65","2,301.13","219.03M","0.51%"